order_id,order_date,order_status,customer_id,customer_email,product_name,product_sku,quantity,unit_price_gbp,discount_gbp,subtotal_gbp,shipping_gbp,order_total_gbp,attributed_channel,attributed_campaign,attributed_source,session_id,payment_method,is_new_customer,coupon_code 
ORD-64134,2024-06-10,completed,usr_30666,customer2355@gmail.com,Eye Cream 15ml,LB-229,4,40.2,0,160.8,0,160.8,paid_social,Flash_Sale_48hr,bing,sess_154592,PayPal,FALSE,
ORD-78419,09-Nov-2024,cancelled,usr_51477,customer4433@gmail.com,Eye Cream 15ml,LB-262,3,25.99,0,77.97,0,77.97,organic_search,Win_Back_90Day,,sess_624495,Klarna,false,
ORD-32832,2024-02-04,pending,usr_87998,customer9035@gmail.com,Eye Cream 15ml,LB-661,,68.37,0,68.37,4.99,73.36,paid social,VIP_Early_Access,tiktok,sess_384852,,FALSE,VIP25
ORD-26540,24-Mar-2024,completed,usr_40449,customer494@gmail.com,Cleansing Balm,LB-784,1,57.81,0,57.81,4.99,62.8,,VIP_Early_Access,(direct),sess_106483,,false,
ORD-37762,09-20-2024,completed,usr_21421,customer9867@gmail.com,Niacinamide Toner,LB-155,3,60.07,0.7,179.51,0,179.51,EMAIL,,,sess_788875,card,0,GLOW20
ORD-78361,04-Jun-2024,COMPLETED,usr_35313,customer477@hotmail.co.uk,Retinol Night Cream,LB-881,4,55.4,0,221.6,4.99,226.59,paid social,Retargeting_Cart_Feb24,,sess_429109,paypal,1,SUMMER10
ORD-93538,09/06/2024,cancelled,usr_18035,customer7026@gmail.com,Glow Cream 50ml,LB-131,3,83.97,0,251.91,0,251.91,direct,Welcome_Series_2,google,,PayPal,true,
ORD-48894,21-Aug-2024,Completed,usr_86271,,Cleansing Balm,LB-570,2,27.54,0,,0,55.08,,NULL,meta,sess_157298,Klarna,0,WELCOME15
ORD-24958,2024-09-18,pending,usr_91190,customer9798@gmail.com,Glow Cream 50ml,LB-185,-1,32.49,0,32.49,0,32.49,EMAIL,Prospecting_Glow_Mar24,email,sess_927669,Klarna,1,
ORD-76529,08-10-2024,completed,usr_71235,customer3698@gmail.com,Face Mask Set,LB-120,3,77.91,0,233.73,0,233.73,organic_search,Flash_Sale_48hr,,sess_702137,,true,WELCOME15
ORD-43629,01-12-2024,Completed,usr_83556,customer84@gmail.com,Face Mask Set,LB-621,4,41.61,0,166.44,3.99,170.43,paid social,NULL,META,sess_902583,PayPal,1,
ORD-83561,08-12-2024,Completed,usr_30109,customer115@gmail.com,SPF50 Drops,LB-462,3,65.85,3.11,194.44,6.99,201.43,paid_search,,unknown,,card,false,VIP25
ORD-35481,14/01/2024,pending,usr_49333,customer6658@hotmail.co.uk,Niacinamide Toner,LB-484,2,26.9,0,53.8,6.99,60.79,referral,Prospecting_Glow_Mar24,google,sess_482905,klarna,,
ORD-83702,07-Aug-2024,Refunded,usr_31202,customer7292@hotmail.co.uk,Cleansing Balm,LB-347,3,65.26,12.49,183.29,4.99,188.28,paid social,Monthly_Newsletter_Feb,bing,sess_792822,PayPal,,
ORD-72279,25/08/2024,pending,usr_21929,customer1318@gmail.com,Vitamin C Serum 30ml,LB-187,3,74.8,12.47,211.93,0,211.93,organic_search,Retargeting_Cart_Feb24,email,sess_644692,card,,VIP25
ORD-76248,,Refunded,usr_65315,customer5492@gmail.com,Vitamin C Serum 30ml,LB-552,3,78.18,0,234.54,0,234.54,organic_search,Abandoned_Cart_1 ,email,sess_310220,klarna,1,
ORD-86326,20/09/2024,refunded,usr_45606,customer6686@gmail.com,SPF50 Drops,LB-830,3,15.15,9.89,35.56,3.99,39.55,email,VIP_Early_Access,tiktok,sess_445885,,TRUE,VIP25
,04-Apr-2024,cancelled,usr_19773,customer6431@gmail.com,Vitamin C Serum 30ml,LB-764,1,,0,73.74,3.99,77.73,Paid_Search,Conversion_NightCream_Q3,tiktok,sess_647613,CARD,true,VIP25
ORD-34553,2024-01-10,Completed,usr_76555,customer9672@gmail.com,Niacinamide Toner,LB-924,4,18.96,12.43,63.41,0,63.41,paid social,Competitor_KW_BMM,google,sess_230256,klarna,1,
ORD-59793,02-09-2024,refunded,usr_84682,customer581@gmail.com,SPF50 Drops,LB-432,1,42.01,0,42.01,0,42.01,email,Competitor_KW_BMM,META,sess_883692,Card,,
ORD-58675,27/09/2024,completed,usr_12461,customer996@hotmail.co.uk,Eye Cream 15ml,LB-369,1,50.62,0,50.62,0,50.62,direct,Abandoned_Cart_1 ,,sess_233231,CARD,FALSE,GLOW20
ORD-26055,06/07/2024,COMPLETED,usr_85978,customer3494@hotmail.co.uk,Glow Cream 50ml,LB-851,3,19.02,0,57.06,0,57.06,paid_social,VIP_Early_Access,email,sess_712389,CARD,0,
ORD-22465,2024-01-29,completed,usr_53249,customer5477@gmail.com,Vitamin C Serum 30ml,LB-377,4,29.6,4.72,113.68,,113.68,Paid_Search,Awareness_Serum_Jan24,unknown,sess_185564,Card,1,
ORD-35290,14/08/2024,cancelled,usr_72849,customer3518@hotmail.co.uk,Vitamin C Serum 30ml,LB-691,1,77.16,0,77.16,0,77.16,Paid_Search,Generic_Skincare_Broad,META,sess_778467,CARD,1,WELCOME15
ORD-29798,29/06/2024,COMPLETED,usr_98761,customer4609@gmail.com,Peptide Moisturiser,LB-104,3,27.9,0,83.7,0,83.7,,retargeting_cart_feb24,tiktok,sess_406805,Klarna,,GLOW20
ORD-39608,2024/04/01,completed,usr_74051,customer2314@hotmail.co.uk,Niacinamide Toner,LB-309,2,44.24,8.71,79.77,0,79.77,paid social,retargeting_cart_feb24,unknown,,Klarna,1,
ORD-90558,16-Nov-2024,completed,usr_91938,customer5081@hotmail.co.uk,Peptide Moisturiser,LB-591,2,83.18,0,166.36,6.99,173.35,Paid_Search,Monthly_Newsletter_Jan,email,sess_391275,Card,0,WELCOME15
ORD-10095,02-03-2024,completed,usr_78341,customer5860@hotmail.co.uk,Glow Cream 50ml,LB-541,3,75.92,0,227.76,6.99,,EMAIL,abandoned_cart_1,bing,sess_826458,CARD,TRUE,
ORD-71500,23-May-2024,pending,usr_20832,customer2660@gmail.com,Eye Cream 15ml,LB-870,4,74.06,0,296.24,0,296.24,paid_social,Monthly_Newsletter_Feb,unknown,sess_706343,PayPal,1,GLOW20
ORD-14012,10-16-2024,,usr_36743,customer1985@gmail.com,Peptide Moisturiser,LB-990,3,72.12,6.48,209.88,0,209.88,paid_search,Win_Back_90Day,Google,sess_659194,CARD,false,
ORD-61464,03-10-2024,Refunded,usr_51642,customer694@hotmail.co.uk,Peptide Moisturiser,LB-908,1,55.94,0,55.94,3.99,59.93,email,Retargeting_Cart_Feb24,Google,sess_100125,CARD,,VIP25
ORD-73496,2024-12-30,completed,usr_55142,customer6692@gmail.com,Peptide Moisturiser,LB-265,3,76.67,0,230.01,,230.01,EMAIL,DSA_AllProducts,email,sess_428346,klarna,1,GLOW20
ORD-28933,11-25-2024,,usr_37061,customer8663@hotmail.co.uk,Hyaluronic Acid Serum,LB-932,2,15.09,0,30.18,0,30.18,paid social,Brand_KW_Exact ,(direct),sess_595522,PayPal,0,
ORD-15997,2024-12-05,COMPLETED,usr_84296,customer3560@hotmail.co.uk,Niacinamide Toner,LB-660,2,28.19,0,56.38,6.99,63.37,EMAIL,VIP_Early_Access,unknown,sess_301203,PayPal,,
ORD-82879,18/01/2024,completed,usr_38698,customer485@hotmail.co.uk,Eye Cream 15ml,LB-304,1,69.44,,56.1,0,56.1,EMAIL,,meta,sess_542034,Klarna,0,VIP25
ORD-90316,2024/02/23,cancelled,usr_48908,customer467@hotmail.co.uk,Retinol Night Cream,LB-290,2,63.9,0,127.8,0,127.8,paid_social,Brand_KW_Exact,META,,,TRUE,
ORD-97100,04/11/2024,refunded,usr_81440,customer1715@gmail.com,Eye Cream 15ml,LB-486,3,63.53,12.36,178.23,4.99,183.22,EMAIL,,,,,false,VIP25
ORD-71605,10-Aug-2024,completed,usr_58125,customer65@gmail.com,Eye Cream 15ml,LB-370,4,45.1,0,180.4,0,180.4,paid_search,Welcome_Series_2,email,sess_526599,,0,VIP25
ORD-56228,11-03-2024,completed,usr_54223,customer8064@hotmail.co.uk,SPF50 Drops,LB-386,3,19.48,0.63,,0,57.81,,NULL,bing,sess_928613,card,,
ORD-37785,04-Jul-2024,Completed,usr_61786,customer8282@gmail.com,Retinol Night Cream,LB-609,3,67.98,0,203.94,0,203.94,organic_search,BRAND_Awareness_Q2,unknown,sess_525239,paypal,false,
ORD-66418,12-Sep-2024,Refunded,usr_74591,customer9426@hotmail.co.uk,Retinol Night Cream,LB-524,3,67.08,0.34,200.9,4.99,,paid social,,tiktok,sess_934683,klarna,,VIP25
ORD-17293,2024-06-13,pending,usr_80702,customer5939@hotmail.co.uk,Glow Cream 50ml,LB-775,3,82.39,4.51,242.66,4.99,,email,,meta,sess_386693,Card,TRUE,SUMMER10
ORD-38210,09-24-2024,COMPLETED,usr_67513,customer8219@gmail.com,Eye Cream 15ml,LB-540,4,44.13,0,176.52,0,176.52,referral,Monthly_Newsletter_Mar,Google,sess_487874,card,1,WELCOME15
ORD-70237,10/09/2024,pending,usr_49210,customer1949@hotmail.co.uk,Eye Cream 15ml,LB-359,2,22.86,0,45.72,3.99,49.71,paid_search,Monthly_Newsletter_Jan,email,sess_996014,CARD,TRUE,SUMMER10
ORD-42821,2024/09/26,cancelled,usr_18308,customer1377@gmail.com,Niacinamide Toner,LB-126,2,,11.37,122.31 ,4.99,127.3,direct,,Google,sess_416033,Card,true,
ORD-45392,2024-09-14,COMPLETED,usr_33800,customer8660@gmail.com,Cleansing Balm,LB-500,3,77.69,0,233.07,0,233.07,email,,(direct),sess_967649,,1,GLOW20
ORD-39333,09-27-2024,completed,usr_66275,customer9787@gmail.com,Hyaluronic Acid Serum,LB-812,4,62.08,0,248.32,4.99,253.31,email,Abandoned_Cart_2,(direct),sess_848385,,false,
ORD-86350,14/04/2024,refunded,usr_28714,customer9171@hotmail.co.uk,Eye Cream 15ml,LB-428,3,52.53,0,157.59,0,157.59,paid_social,Conversion_NightCream_Q3,,sess_100698,PayPal,,
ORD-37345,07-Oct-2024,pending,usr_83132,customer3191@gmail.com,Cleansing Balm,LB-228,2,48.94,0,97.88,4.99,102.87,organic_search,Shopping_Moisturisers,unknown,sess_752477,Card,0,SUMMER10
ORD-24060,12-03-2024,pending,usr_95734,customer8855@gmail.com,Vitamin C Serum 30ml,LB-618,4,82.86,0,331.44,3.99,335.43,,Monthly_Newsletter_Jan,,sess_297443,klarna,1,
ORD-66813,2024/12/19,completed,usr_41616,customer9619@hotmail.co.uk,Eye Cream 15ml,LB-103,3,82.47,0,247.41,6.99,254.4,,,bing,sess_740271,klarna,TRUE,
ORD-83588,2024-05-02,pending,usr_39919,customer9605@gmail.com,Vitamin C Serum 30ml,LB-750,1,32.44,13.48,18.96,4.99,23.95,referral,Abandoned_Cart_1,bing,sess_375924,klarna,TRUE,GLOW20
ORD-51684,2024-01-03,pending,usr_32691,customer3415@gmail.com,Cleansing Balm,LB-459,3,76.53,0,229.59,,229.59,Paid_Search,Shopping_Moisturisers,Google,sess_347015,Card,FALSE,SUMMER10
ORD-74594,2024/01/16,completed,usr_65738,customer7305@gmail.com,Cleansing Balm,LB-342,4,74.49,0,297.96,4.99,302.95,,,pinterest,,Klarna,true,
ORD-98304,25/05/2024,completed,usr_57107,customer254@gmail.com,Hyaluronic Acid Serum,LB-484,4,79.63,0,318.52,6.99,325.51,paid_social,,email,sess_645226,klarna,0,WELCOME15
ORD-93197,09/08/2024,refunded,usr_50290,customer8695@gmail.com,Cleansing Balm,LB-540,3,80.8,0,242.4,3.99,246.39,,Brand_KW_Exact,meta,sess_523868,,false,SUMMER10
ORD-10002,11-24-2024,Completed,usr_62510,customer2521@hotmail.co.uk,Vitamin C Serum 30ml,LB-806,1,58.04,0,58.04,,65.03,direct,RLSA_CartAbandoners,,sess_992516,Klarna,,
ORD-78814,17/02/2024,completed,usr_97238,customer1659@gmail.com,Eye Cream 15ml,LB-340,1,39.3,0,39.3,0,39.3,email,Shopping_Moisturisers,google,sess_871959,Card,1,
ORD-26714,06/10/2024,pending,,customer1970@gmail.com,SPF50 Drops,LB-193,3,24.68,11.39,62.65,0,62.65,paid_search,abandoned_cart_1,bing,sess_806492,CARD,1,
ORD-59181,12/03/2024,cancelled,usr_62187,customer8954@gmail.com,Vitamin C Serum 30ml,LB-416,1,27.1,0,27.1,0,27.1,direct,,tiktok,sess_787659,,false,WELCOME15
ORD-25176,01-01-2024,cancelled,,customer7158@gmail.com,Peptide Moisturiser,LB-863,2,53.13,0,106.26,4.99,111.25,referral,,google,sess_360216,Klarna,0,SUMMER10
ORD-62322,08/06/2024,refunded,usr_19391,customer6990@gmail.com,SPF50 Drops,LB-806,2,74.88,6.21 ,143.55,3.99,147.54,organic_search,Awareness_Serum_Jan24 ,tiktok,sess_306438,PayPal,0,
ORD-14899,2024-11-28,Refunded,usr_67835,customer4317@gmail.com,Niacinamide Toner,LB-761,1,52.47,0,52.47,0,52.47,EMAIL,,(direct),sess_652414,CARD,FALSE,SUMMER10
ORD-78117,2024/06/23,COMPLETED,usr_90606,customer7128@hotmail.co.uk,Face Mask Set,LB-813,4,,0,159.0,6.99,165.99,EMAIL,Awareness_Serum_Jan24 ,Google,sess_516661,CARD,1,
ORD-78990,2024/05/10,Completed,usr_55439,customer8359@hotmail.co.uk,Glow Cream 50ml,LB-963,2,20.63,0,41.26,0,41.26,EMAIL,LookAlike_SPF_Apr24,Google,sess_912493,Klarna,true,
ORD-49967,2024/05/08,COMPLETED,usr_98014,customer1664@hotmail.co.uk,Glow Cream 50ml,LB-885,3,21.58,0,64.74,6.99,71.73,direct,Brand_KW_Exact ,,sess_997432,klarna,TRUE,GLOW20
ORD-51459,2024/05/31,Refunded,usr_62544,customer8863@gmail.com,Hyaluronic Acid Serum,LB-811,1,35.62,0,35.62,0,35.62,referral,,,sess_230447,PayPal,1,
ORD-64028,12-31-2024,,usr_63939,customer8542@gmail.com,Peptide Moisturiser,LB-923,3,25.4,0,76.2,0,76.2,paid_search,,meta,sess_332486,,1,
ORD-17343,02-23-2024,completed,usr_22055,customer442@gmail.com,Hyaluronic Acid Serum,LB-211,1,61.05,,47.75,3.99,51.74,paid_social,Conversion_NightCream_Q3,(direct),sess_524370,Klarna,,SUMMER10
ORD-11418,09-Nov-2024,pending,usr_59660,customer8147@gmail.com,Cleansing Balm,LB-265,2,67.2,9.58,124.82,0,124.82,organic_search,,bing,sess_821782,PayPal,0,GLOW20
ORD-77346,26-Jun-2024,COMPLETED,usr_10821,customer4316@gmail.com,Hyaluronic Acid Serum,LB-416,2,19.46,5.47,33.45,0,33.45,,,META,sess_777410,CARD,1,
ORD-98391,06-Feb-2024,completed,usr_74404,customer713@hotmail.co.uk,Retinol Night Cream,LB-114,2,44.92,0,89.84,4.99,94.83,,,Google,sess_244635,Klarna,1,VIP25
ORD-15367,04/09/2024,COMPLETED,usr_48114,customer9805@gmail.com,,LB-261,4,54.04,11.14,205.02,6.99,212.01,,DSA_AllProducts,Google,sess_672963,paypal,TRUE,SUMMER10
ORD-55257,15-May-2024,Completed,usr_38826,customer2867@gmail.com,Retinol Night Cream,LB-829,1,67.08,0,67.08,0,67.08,email,,bing,sess_689920,paypal,1,
ORD-10851,03/11/2024,completed,usr_95825,customer3154@gmail.com,Hyaluronic Acid Serum,LB-866,4,75.87,0,303.48,0,303.48,paid_search,Monthly_Newsletter_Feb,,sess_517869,paypal,TRUE,
ORD-93704,09-17-2024,Completed,usr_93033,customer6035@gmail.com,Peptide Moisturiser,LB-726,2,51.9,0,103.8,3.99,107.79,paid_search,RLSA_CartAbandoners,META,sess_693507,card,0,
ORD-61416,07-31-2024,pending,usr_23117,customer902@gmail.com,Niacinamide Toner,LB-968,1,57.0,0,57.0,0,57.0,paid social,,Google,sess_994563,klarna,false,GLOW20
ORD-87580,20/09/2024,COMPLETED,usr_13980,customer6038@gmail.com,Niacinamide Toner,LB-961,3,37.21,9.01,102.62,6.99,109.61,,abandoned_cart_1,,sess_418787,PayPal,1,GLOW20
ORD-53750,2024/11/23,completed,usr_87269,customer6452@gmail.com,SPF50 Drops,LB-727,1,60.02,0,60.02 ,3.99,64.01,organic_search,Abandoned_Cart_2,bing,sess_878046,paypal,1,
ORD-22202,,completed,usr_33734,customer4076@gmail.com,SPF50 Drops,LB-813,2,81.99,0,163.98,4.99,,email,,Google,sess_998681,CARD,0,
ORD-94192,07-04-2024,refunded,usr_13196,customer1869@gmail.com,Retinol Night Cream,LB-137,3,29.44,0,88.32,0,88.32,email,Competitor_KW_BMM,tiktok,sess_774114,CARD,,GLOW20
ORD-27810,2024/05/30,COMPLETED,usr_23938,customer6455@gmail.com,Vitamin C Serum 30ml,LB-729,3,37.69,0,113.07,0,113.07,referral,Monthly_Newsletter_Feb,,sess_496156,CARD,TRUE,GLOW20
ORD-27682,17/06/2024,completed,usr_76307,customer5438@gmail.com,Niacinamide Toner,LB-627,1,46.12,0,46.12,0,46.12,organic_search,Flash_Sale_48hr,(direct),sess_888946,PayPal,0,SUMMER10
ORD-36078,09/06/2024,completed,usr_70521,customer5608@gmail.com,Niacinamide Toner,,1,78.27,0,78.27,4.99,83.26,EMAIL,,google,sess_759553,CARD,FALSE,WELCOME15
ORD-15660,09-Jan-2024,completed,usr_14630,customer6272@gmail.com,Face Mask Set,LB-356,3,36.88,0,,4.99,,email,,bing,sess_992045,klarna,0,VIP25
ORD-70574,2024/05/27,refunded,usr_73492,customer1806@hotmail.co.uk,Glow Cream 50ml,LB-541,1,19.37,0,19.37,3.99,23.36,paid_search,Welcome_Series_2,,sess_177327,Klarna,1,WELCOME15
ORD-12526,07/06/2024,completed,usr_28335,customer6380@hotmail.co.uk,,LB-207,2,72.69,9.89,135.49,4.99,140.48,referral,RLSA_CartAbandoners,pinterest,sess_241659,CARD,false,VIP25
ORD-25191,07-31-2024,Completed,usr_31263,customer7440@hotmail.co.uk,Retinol Night Cream,LB-268,4,60.55$,4.97,237.23%,0,237.23,organic_search,Prospecting_Glow_Mar24,Google,sess_173182,PayPal,FALSE,SUMMER10
ORD-96530,07/08/2024,completed,usr_10886,customer1889@hotmail.co.uk,Niacinamide Toner,LB-982,2,,0,112.7 ,3.99,116.69,paid_search,Generic_Skincare_Broad,meta,sess_359878,paypal,0,VIP25
ORD-78634,2024-04-03,refunded,usr_30535,customer2400@gmail.com,Face Mask Set,LB-759,4,66.02,0,264.08,0,264.08,email,abandoned_cart_1,,sess_652376,CARD,0,
ORD-19750,2024-04-17,completed,usr_27780,customer2765@hotmail.co.uk,Niacinamide Toner,LB-611,3,81.93,0,245.79,0,245.79,,NULL,,sess_343298,paypal,1,
ORD-45846,2024/01/30,Refunded,usr_64512,customer1918@gmail.com,Hyaluronic Acid Serum,,2,16.95,0,33.9,3.99,37.89,,RLSA_CartAbandoners,pinterest,sess_654275,,FALSE,SUMMER10
ORD-97607,22-Jun-2024,cancelled,usr_62726,customer4848@hotmail.co.uk,Niacinamide Toner,LB-642,1,60.17,11.96,48.21,6.99,55.2,referral,Retargeting_Cart_Feb24,,sess_168806,Card,1,
ORD-12496,01-Nov-2024,Completed,usr_49179,customer614@gmail.com,Vitamin C Serum 30ml,LB-198,2,25.11,0,50.22,0,50.22,organic_search,Monthly_Newsletter_Feb,email,sess_969687,paypal,false,VIP25
ORD-79304,2024/03/28,refunded,usr_12054,customer7419@gmail.com,Niacinamide Toner,LB-812,3,78.4,0,235.2,3.99,239.19,,DPA_AllProducts_Q4,(direct),sess_974384,Card,0,
ORD-11708,02-17-2024,completed,,customer4912@hotmail.co.uk,Cleansing Balm,LB-362,2,68.4,0,136.8,4.99,141.79,paid social,retargeting_cart_feb24,META,sess_214933,CARD,0,GLOW20
ORD-82978,10-03-2024,completed,usr_27199,customer2189@gmail.com,Vitamin C Serum 30ml,LB-429,1,56.68,12.96,43.72,0,43.72,paid_search,Monthly_Newsletter_Jan,,sess_110849,card,FALSE,
ORD-67427,2024-01-22,refunded,usr_73199,customer1014@gmail.com,Face Mask Set,LB-289,4,29.97,0,119.88,4.99,124.87,email,Monthly_Newsletter_Jan,tiktok,sess_434281,Card,TRUE,GLOW20
ORD-48403,03-16-2024,completed,usr_10487,customer7896@hotmail.co.uk,Eye Cream 15ml,LB-871,3,48.96,0,146.88,0,146.88%,paid_search,,google,sess_731539,paypal,1,SUMMER10
ORD-21226,13-May-2024,cancelled,usr_81969,customer5065@gmail.com,Glow Cream 50ml,LB-601,1,60.61,0,60.61,0,60.61,referral,NULL,,sess_372383,PayPal,TRUE,
ORD-79386,2024-04-20,pending,usr_51371,customer4766@gmail.com,Retinol Night Cream,LB-251,1,70.94,0,70.94,0,70.94,direct,NULL,,,CARD,true,GLOW20
ORD-28923,2024-04-19,Completed,usr_46188,customer3957@hotmail.co.uk,Niacinamide Toner,LB-734,1,63.23,0,63.23,0,63.23,,NULL,email,sess_728530,CARD,1,GLOW20
ORD-75276,06-May-2024,refunded,usr_46179,customer9249@gmail.com,Face Mask Set,LB-807,2,67.37,0,134.74,6.99,141.73,organic_search,Brand_KW_Exact,bing,sess_482331,Card,1,GLOW20
ORD-51245,2024/03/06,completed,usr_92577,customer6913@gmail.com,Peptide Moisturiser,LB-407,2,24.24,0,48.48,0,48.48,paid social,abandoned_cart_1,bing,sess_277569,klarna,true,
ORD-36734,,cancelled,usr_20570,customer8759@gmail.com,Face Mask Set,LB-430,3,29.86,4.98%,84.6,0,84.6,paid_search,Win_Back_90Day,bing,sess_331714,Card,0,
ORD-10675,05-Sep-2024,completed,usr_30366,customer8781@gmail.com,Hyaluronic Acid Serum,LB-786,2,50.19,14.45,85.93,0,85.93,EMAIL,,pinterest,sess_479189,Card,1,WELCOME15
ORD-95616,2024-02-29,completed,usr_10863,customer5702@gmail.com,Niacinamide Toner,LB-422,,,0,220.16,0,220.16,organic_search,Abandoned_Cart_1,,sess_399520,,1,
ORD-52116,03/11/2024,completed,usr_75044,customer1453@hotmail.co.uk,Retinol Night Cream,LB-691,2,38.8,0,77.6,0,77.6,referral,VIP_Early_Access,Google,sess_370414,Card,true,
ORD-91455,2024/03/18,completed,usr_63050,customer3161@hotmail.co.uk,Niacinamide Toner,LB-742,4,63.54,0,254.16,6.99,261.15,,Generic_Skincare_Broad,Google,sess_534425,klarna,false,
ORD-44935,2024-09-28,refunded,usr_58160,customer5010@gmail.com,Face Mask Set,,3,82.07,0,246.21,6.99,253.2,organic_search,LookAlike_SPF_Apr24,Google,sess_602538,Klarna,0,
ORD-43834,07-Nov-2024,completed,usr_96917,customer8934@hotmail.co.uk,Cleansing Balm,LB-749,,28.96,0,115.84,3.99,119.83,email,Brand_KW_Exact ,pinterest,sess_772134,Klarna,,GLOW20
ORD-59064,04/04/2024,Refunded,usr_19303,customer9031@hotmail.co.uk,Vitamin C Serum 30ml,LB-539,2,52.87,2.09,103.65,3.99,107.64,paid_search,Brand_KW_Exact ,google,sess_957793,Card,true,WELCOME15
ORD-98285,02-Nov-2024,completed,usr_55984,customer941@hotmail.co.uk,Niacinamide Toner,LB-775,3,25.23,0,75.69,0,75.69,organic_search,Shopping_Moisturisers,,sess_173645,Card,false,SUMMER10
ORD-67589,14-Nov-2024,completed,usr_45105,customer7116@hotmail.co.uk,Cleansing Balm,LB-254,1,44.75,4.64,40.11,,45.1,,Shopping_Serums,bing,sess_345870,PayPal,TRUE,VIP25
ORD-16524,28-May-2024,completed,usr_85854,customer3123@gmail.com,Face Mask Set,LB-997,4,68.21,0,272.84,,277.83,,,unknown,sess_179282,card,false,
ORD-86283,02-Aug-2024,pending,usr_48549,customer4732@gmail.com,Retinol Night Cream,LB-663,1,42.17,0,42.17,4.99,47.16,paid social,,Google,sess_370257,CARD,1,GLOW20
ORD-57745,2024-09-11,refunded,usr_31969,customer739@hotmail.co.uk,Face Mask Set,LB-303,3,,0,80.31,0,80.31,,Generic_Skincare_Broad,email,sess_453505,Klarna,1,SUMMER10
ORD-99932,2024-09-19,COMPLETED,usr_87245,customer3389@gmail.com,Vitamin C Serum 30ml,LB-200,3,50.63%,14.04,137.85,0,137.85,organic_search,abandoned_cart_1,bing,sess_271992,Klarna,1,
ORD-73988,2024/08/25,refunded,usr_91226,customer2405@gmail.com,Glow Cream 50ml,LB-224,3,43.43,0,130.29,0,130.29,paid_social,Generic_Skincare_Broad,bing,sess_878919,,0,SUMMER10
ORD-73833,11-29-2024,refunded,usr_31332,customer3902@gmail.com,Hyaluronic Acid Serum,LB-108,-2,51.43,0,102.86,4.99,107.85,paid_search,BRAND_Awareness_Q2,(direct),sess_149689,Card,FALSE,GLOW20
ORD-32742,2024-03-06,pending,usr_26365,customer5704@gmail.com,Eye Cream 15ml,LB-821,1,18.78,0,18.78,3.99,22.77,referral,Abandoned_Cart_1,(direct),sess_241711,card,true,
ORD-52385,02-29-2024,completed,usr_35558,customer487@gmail.com,Hyaluronic Acid Serum,LB-269,2,57.25,0,114.5,6.99,121.49,organic_search,Win_Back_90Day,bing,sess_691955,Card,false,
ORD-18068,2024/02/29,Completed,usr_15549,customer2444@gmail.com,Eye Cream 15ml,LB-349,4,18.96,0,75.84,6.99,82.83,paid_social,Monthly_Newsletter_Mar,META,sess_534602,klarna,TRUE,SUMMER10
ORD-61603,07-14-2024,COMPLETED,usr_17123,,SPF50 Drops,LB-485,2,62.82,0,125.64,0,125.64,,Abandoned_Cart_1,meta,sess_165775,Klarna,0,GLOW20
ORD-38515,11/05/2024,completed,usr_68416,customer9952@gmail.com,SPF50 Drops,LB-706,1,,0,62.2,3.99,66.19,paid social,Awareness_Serum_Jan24 ,google,sess_964541,CARD,TRUE,SUMMER10
ORD-41671,04-19-2024,completed,usr_56911,customer2644@hotmail.co.uk,SPF50 Drops,LB-579,2,30.78,14.43,47.13,3.99,51.12,Paid_Search,retargeting_cart_feb24,bing,sess_485803,klarna,1,SUMMER10
ORD-56798,,cancelled,usr_58962,customer3196@gmail.com,Cleansing Balm,LB-890,2,75.41,0,150.82,3.99,154.81,paid_social,,,sess_265285,CARD,TRUE,
ORD-50027,24-Jun-2024,Completed,usr_77556,customer8949@hotmail.co.uk,Cleansing Balm,LB-151,1,25.32,0,25.32,6.99,32.31,,VIP_Early_Access,,sess_484618,,,
ORD-13125,2024/10/21,completed,usr_14115,customer7303@gmail.com,Hyaluronic Acid Serum,LB-728,3,42.84,11.61,,4.99,121.9,paid_social,Conversion_NightCream_Q3,,sess_845504,card,1,WELCOME15
ORD-30825,07-05-2024,cancelled,usr_75700,customer1863@gmail.com,SPF50 Drops,LB-578,2,45.27,5.42,85.12,3.99,89.11,referral,Abandoned_Cart_1,pinterest,sess_418473,PayPal,,VIP25
ORD-72993,02-03-2024,completed,usr_97624,customer4228@gmail.com,Glow Cream 50ml,LB-334,1,56.27,0,56.27,3.99,60.26,Paid_Search,abandoned_cart_1,pinterest,sess_985640,Card,true,VIP25
ORD-77308,20-Apr-2024,completed,usr_69368,customer2816@gmail.com,Eye Cream 15ml,LB-648,4,67.27,0,269.08,4.99,274.07,referral,,email,sess_222777,card,0,
ORD-50018,25/03/2024,refunded,usr_29979,,Glow Cream 50ml,LB-217,4,37.92,0,151.68,0,151.68,,NULL,,sess_848546,PayPal,0,
ORD-54312,07-01-2024,completed,usr_17609,customer1829@gmail.com,Retinol Night Cream,LB-562,3,22.06,,52.4,0,52.4,EMAIL,brand_kw_exact,,sess_432032,,0,WELCOME15
ORD-82703,29-Apr-2024,cancelled,usr_90804,customer4507@gmail.com,,LB-100,4,84.02,10.04,326.04,6.99,333.03,organic_search,Competitor_KW_BMM,,sess_347182,card,,WELCOME15
ORD-39340,,completed,usr_16486,customer1946@gmail.com,SPF50 Drops,LB-517,2,,0,145.38,0,145.38 ,paid_search,VIP_Early_Access,Google,sess_403082,klarna,true,
